詳細,発句（俳句）,読み,季題１,出典
8049,小坊主の首にかけたる粽かな,こぼうずの　くびにかけたる　ちまきかな,3夏,八番日記
8050,猫の子のほどゝ手つきや笹粽,ねこのこの　ほどくてつきや　ささちまき,3夏,八番日記
8051,猫の子の届く手つきや笹粽,ねこのこの　とどくてつきや　ささちまき,3夏,ひなほうご
8052,笹粽猫が上手にほどく也,ささちまき　ねこがじょうずに　ほどくなり,3夏,文政句帖
8053,福耳にかけてくれたる粽かな,ふくみみに　かけてくれたる　ちまきかな,3夏,文政句帖
8054,福耳に懸て見せたる粽かな,ふくみみに　かけてみせたる　ちまきかな,3夏,発句集続篇
8055,鶯の声の薬かけさの雨,うぐいすの　こえのくすりか　けさのあめ,3夏,七番日記
8056,神国(は)天から薬降りにけり,かみぐには　てんからくすり　ふりにけり,3夏,文政句帖
8057,けふの日に降れ～皺の延薬,きょうのひに　ふれふれしわの　のびぐすり,3夏,文政句帖
8058,薬降空よとてもに金ならば,くすりふる　そらよとてもに　かねならば,3夏,文政句帖
8059,薬降日とてのらつく隠居かな,くすりふる　ひとてのらつく　いんきょかな,3夏,文政句帖
8060,薬降日や毒虫も木から降る,くすりふる　ひやどくむしも　きからふる,3夏,文政句帖
8061,正直の首に薬降る日かな,しょうじきの　こうべにくすり　ふるひかな,3夏,文政句帖
8062,御礼する袂になるや嘉定銭,おれいする　たもとになるや　かじょうせん,3夏,文政句帖
8063,子のぶんを母いたゞくや嘉定喰,このぶんを　ははいただくや　かじょうぐい,3夏,文政句帖
8064,乳呑をバ銭いたゞ(か)セけり(嘉定)喰,ちのみをば　ぜにいただかせけり　かじょうぐい,3夏,文政八草稿
8065,二人前してやりにけり嘉定酒,ににんまえ　してやりにけり　かじょうざけ,3夏,文政句帖
8066,人去て狐にのこる照射かな,ひとさって　きつねにのこる　ともしかな,3夏,寛政句帖
8067,川狩や物和らかに目を貰ふ,かわがりや　ものやわらかに　めをもらう,3夏,与播雑詠
8068,川狩のうしろ明りの木立哉,かわがりの　うしろあかりの　こだちかな,3夏,享和句帖
8069,川狩のうしろ明りやむら木立,かわがりの　うしろあかりや　むらこだち,3夏,発句題叢他
8070,心あてに柳の下を夜河哉,こころあてに　やなぎのしたを　よかわかな,3夏,享和句帖
8071,むら雨の北と東に夜川哉,むらさめの　きたとひがしに　よかわかな,3夏,享和句帖
8072,鰍鳴月の山川狩られけり,かじかなく　つきのやまかわ　かられけり,3夏,七番日記
8073,川がりや鳴つくばかりきり～゛す,かわがりや　なきつくばかり　きりぎりす,3夏,七番日記
8074,鐘の音と親の声する夜川哉,かねのねと　おやのこえする　よかわかな,3夏,七番日記
8075,川がけや大続松をなく蛙,かわがけや　おおついまつを　なくかえる,3夏,七番日記
8076,川がりや地蔵のひざの小脇差,かわがりや　じぞうのひざの　こわきざし,3夏,七番日記
8077,月のすみ松の陰より夜川哉,つきのすみ　まつのかげより　よかわかな,3夏,七番日記
8078,蜻蛉も起てはたらく夜川哉,とんぼうも　おきてはたらく　よかわかな,3夏,七番日記
8079,蜻蛉の起てはたらく夜川哉,とんぼうの　おきてはたらく　よかわかな,3夏,希杖本
8080,馬柄杓の月のてら～夜川哉,まびしゃくの　つきのてらてら　よかわかな,3夏,七番日記
8081,御仏の花も一枝夜川哉,みほとけの　はなもひとえだ　よかわかな,3夏,七番日記
8082,おどる魚桶とおもふやおもはぬや,おどるうお　おけとおもうや　おもわぬや,3夏,八番日記
8083,川狩にのがれし魚の見すぼらし,かわがりに　のがれしうおの　みすぼらし,3夏,文政句帖
8084,川狩の御触しりてや鶴下る,かわがりの　おふれしりてや　つるくだる,3夏,希杖本
8085,川狩の刀でわける柳かな,かわがりの　かたなでわける　やなぎかな,3夏,発句集続篇
8086,川狩のわうはん顔や杭の鷺,かわがりの　わうはんがおや　くいのさぎ,3夏,希杖本
8087,つく～゛と鵜ににらま(る)ゝ鵜飼哉,つくづくと　うににらまるる　うかいかな,3夏,西国紀行
8088,雨はら～荒鵜の親よ朶に鳴,あめはらはら　あらうのおやよ　えだになく,3夏,享和二句記
8089,草の雨おの(が)家とや鵜のもどる,くさのあめ　おのがいえとや　うのもどる,3夏,文化句帖
8090,鵜かゞり(は)木を隔てぞ見（る）べかり,うかがりは　きをへだててぞ　みるべかり,3夏,文化句帖
8091,見る人に鐘のせめ来し鵜川哉,みるひとに　かねのせめきし　うがわかな,3夏,文化句帖
8092,鵜匠にとしのとれとや姫小松,うだくみに　としのとれとや　ひめこまつ,3夏,七番日記
8093,鵜匠も烏帽子きよ～姫小松,うだくみも　えぼしきよきよ　ひめこまつ,3夏,七番日記
8094,鵜匠や鵜を遊する草の花,うだくみや　うをあそばする　くさのはな,3夏,七番日記
8095,鵜匠や見よ～芥子はあのごとく,うだくみや　みよみよけしは　あのごとく,3夏,七番日記
8096,鵜遣ひや見よ～芥子はあの通,うづかいや　みよみよけしは　あのとおり,3夏,文化三―八年句日記写
8097,うつくしき草のはづれのう舟哉,うつくしき　くさのはずれの　うぶねかな,3夏,七番日記
8098,うのかゞりいかなる風が吹ぬらん,うのかがり　いかなるかぜが　ふきぬらん,3夏,七番日記
8099,鵜のかゞりかくるゝ程の松も哉,うのかがり　かくるるほどの　まつもがな,3夏,七番日記
8100,をぢが鵜よ甥が荒鵜よむつまじき,おじがうよ　おいがあらうよ　むつまじき,3夏,七番日記
8101,風そよ～今始たる鵜舟哉,かぜそよそよ　いまはじめたる　うぶねかな,3夏,七番日記
8102,草花のちら～見へてう舟哉,くさばなの　ちらちらみえて　うぶねかな,3夏,七番日記
8103,人の子や鵜を遊する草の花,ひとのこや　うをあそばする　くさのはな,3夏,化三―八写
8104,子は子たり鵜を遊する草の花,こはこたり　うをあそばする　くさのはな,3夏,化三―八写
8105,見る人に夜露のかゝる鵜舟哉,みるひとに　よつゆのかかる　うぶねかな,3夏,七番日記
8106,鵜づかひのはづみになるや山の鐘,うづかいの　はずみになるや　やまのかね,3夏,七番日記
8107,鵜匠のはづみになるや山の鐘,うだくみの　はずみになるや　やまのかね,3夏,句稿消息
8108,がや～と鵜も正月を致す哉,がやがやと　うもしょうがつを　いたすかな,3夏,七番日記
8109,淋しさを鵜に云つけて放す也,さびしさを　うにいいつけて　はなすなり,3夏,七番日記
8110,婆ゝが鵜も三日正月致す哉,ばばがうも　みっかしょうがつ　いたすかな,3夏,句稿消息
8111,世(の)中をうとかたりつゝ～,よのなかを　うとかたりつつ　かたりつつ,3夏,七番日記
8112,夢の世を中をうとかたりつゝ～,ゆめのよを　なかをうとかたりつつ　かたりつつ,3夏,句稿消息
8113,鵜舟から日暮広がる小うす哉,うぶねから　ひぐれひろがる　ようすかな,3夏,七番日記
8114,としよりの涼がてらのう舟哉,としよりの　すずみがてらの　うぶねかな,3夏,七番日記
8115,舟の鵜や子の鳴窓を迹にして,ふねのうや　このなくまどを　あとにして,3夏,七番日記
8116,叱られて又疲うの入にけり,しかられて　またつかれうの　いりにけり,3夏,七番日記
8117,疲れ鵜の叱れて又入にけり,つかれうの　しかられてまた　いりにけり,3夏,八番日記
8118,つかれ鵜や子をふり返り～,つかれうや　こをふりかえり　ふりかえり,3夏,七番日記
8119,夕月やうにかせがせて茶碗酒,ゆうづきや　うにかせがせて　ちゃわんざけ,3夏,七番日記
8120,入相の鐘にちらばふ鵜舟哉,いりあいの　かねにちらばう　うぶねかな,3夏,七番日記
8121,門出の鵜に馳走する妻よ子よ,かどいでの　うにちそうする　つまよこよ,3夏,七番日記
8122,一村やうにかせがせて夕枕,ひとむらや　うにかせがせて　ゆうまくら,3夏,七番日記
8123,けふも鵜も骨休みする祭哉,きょうもうも　ほねやすみする　まつりかな,3夏,七番日記
8124,御祭や鵜も一日の骨休,おまつりや　うもいちにちの　ほねやすみ,3夏,八番日記
8125,御祭や鵜も寝並んで骨休,おまつりや　うもねならんで　ほねやすみ,3夏,八番日記
8126,子もち鵜や門から呼るもどり声,こもちうや　かどからよばる　もどりごえ,3夏,七番日記
8127,子もち鵜の門から鳴やもどりたと,こもちうの　かどからなくや　もどりたと,3夏,七番日記
8128,つかれ鵜のいなそぶりもせざりけり,つかれうの　いなそぶりも　せざりけり,3夏,七番日記
8129,青柳の木陰を頼む寄鵜哉,あおやぎの　こかげをたのむ　よせうかな,3夏,八番日記
8130,青柳の木陰を頼む（徒）歩鵜哉,あおやぎの　こかげをたのむ　かちうかな,3夏,梅塵八番
8131,鵜の真似を鵜より功者な子供哉,うのまねを　うよりこうしゃな　こどもかな,3夏,梅塵八番
8132,鵜の真似は鵜より上手な子供哉,うのまねは　うよりじょうずな　こどもかな,3夏,おらが春
8133,鵜の真似をうより上手な子供哉,うのまねを　うよりじょうずな　こどもかな,3夏,嘉永版
8134,鵜の椀へ先へ入たる鱠哉,うのわんへ　さきへいれたる　なますかな,3夏,八番日記
8135,鵜もおや子うかいも親子三人哉,うもおやこ　うかいもおやこ　みたりかな,3夏,八番日記
8136,子もちうが大声上てもどりけり,こもちうが　おおごえあげて　もどりけり,3夏,八番日記
8137,子もちうが大声上て戻り哉,こもちうが　おおごえあげて　もどりかな,3夏,梅塵八番
8138,叱られて(又)這入うのいぢらしや,しかられて　またはいるうの　いじらしや,3夏,八番日記
8139,下やみの外の闇なりうかひ村,したやみの　そとのやみなり　うかいむら,3夏,八番日記
8140,手なれう(の)さても不便やしほらしや,てなれうの　さてもふべんや　しおらしや,3夏,八番日記
8141,手馴うの塚にうづめる髻かな,てなれうの　つかにうずめる　たぶさかな,3夏,八番日記
8142,手馴鵜の又もから身で浮きにける,てなれうの　またもからみで　うきにける,3夏,八番日記
8143,手馴鵜の又もかるみに浮にけり,てならうの　またもかるみに　うきにけり,3夏,梅塵八番
8144,手枕やおや子三人うのかせぎ,てまくらや　おやこさんにん　うのかせぎ,3夏,八番日記
8145,放鵜の子の鳴舟にもどりけり,はなれうの　このなくふねに　もどりけり,3夏,八番日記
8146,はなれ鵜が鳴舟にもどりけり,はなれうが　なくふねに　もどりけり,3夏,おらが春
8147,放鵜の綱のありともしらざるや,はなれうの　あみのありとも　しらざるや,3夏,八番日記
8148,ひいき鵜は又もからみで浮にけり,ひいきうは　またもからみで　うきにけり,3夏,八番日記
8149,ひいき鵜は又もからみで浮みけり,ひいきうは　またもからみで　うきみけり,3夏,おらが春
8150,爺が鵜の又もからみで浮にけり,じじがうの　またもからみで　うきにけり,3夏,あつくさ
